,category,num_Assay_Obs
528,hasCE_AGE_yrBIN_7_item_6347,21
529,hasCE_AGE_yrBIN_7_item_6066,36
530,hasCE_AGE_yrBIN_7_item_6624,36
531,hasCE_AGE_yrBIN_7_item_6626,36
532,hasCE_AGE_yrBIN_8_item_5230,1276
533,hasCE_AGE_yrBIN_8_item_5226,1276
534,hasCE_AGE_yrBIN_8_item_5218,1276
535,hasCE_AGE_yrBIN_8_item_5212,607
536,hasCE_AGE_yrBIN_8_item_5213,658
537,hasCE_AGE_yrBIN_8_item_5256,13
538,hasCE_AGE_yrBIN_8_item_5097,719
539,hasCE_AGE_yrBIN_8_item_5225,1268
540,hasCE_AGE_yrBIN_8_item_5059,133
541,hasCE_AGE_yrBIN_8_item_5224,1269
542,hasCE_AGE_yrBIN_8_item_5248,1268
543,hasCE_AGE_yrBIN_8_item_5238,662
544,hasCE_AGE_yrBIN_8_item_5215,1274
545,hasCE_AGE_yrBIN_8_item_5235,1269
546,hasCE_AGE_yrBIN_8_item_5236,662
547,hasCE_AGE_yrBIN_8_item_5245,209
548,hasCE_AGE_yrBIN_8_item_5114,716
549,hasCE_AGE_yrBIN_8_item_5099,719
550,hasCE_AGE_yrBIN_8_item_5257,1267
551,hasCE_AGE_yrBIN_8_item_5113,716
552,hasCE_AGE_yrBIN_8_item_5115,716
553,hasCE_AGE_yrBIN_8_item_5132,719
554,hasCE_AGE_yrBIN_8_item_6316,664
555,hasCE_AGE_yrBIN_8_item_5094,664
556,hasCE_AGE_yrBIN_8_item_5511,1
557,hasCE_AGE_yrBIN_8_item_5129,719
558,hasCE_AGE_yrBIN_8_item_5141,719
559,hasCE_AGE_yrBIN_8_item_5024,229
560,hasCE_AGE_yrBIN_8_item_5120,643
561,hasCE_AGE_yrBIN_8_item_5136,716
562,hasCE_AGE_yrBIN_8_item_5075,228
563,hasCE_AGE_yrBIN_8_item_5002,681
564,hasCE_AGE_yrBIN_8_item_5078,240
565,hasCE_AGE_yrBIN_8_item_5025,227
566,hasCE_AGE_yrBIN_8_item_5492,680
567,hasCE_AGE_yrBIN_8_item_5626,526
568,hasCE_AGE_yrBIN_8_item_5821,177
569,hasCE_AGE_yrBIN_8_item_5038,232
570,hasCE_AGE_yrBIN_8_item_5227,1264
571,hasCE_AGE_yrBIN_8_item_5174,458
572,hasCE_AGE_yrBIN_8_item_5186,458
573,hasCE_AGE_yrBIN_8_item_5161,459
574,hasCE_AGE_yrBIN_8_item_6165,12
575,hasCE_AGE_yrBIN_8_item_6183,0
576,hasCE_AGE_yrBIN_8_item_6095,0
577,hasCE_AGE_yrBIN_8_item_6193,14
578,hasCE_AGE_yrBIN_8_item_6393,12
579,hasCE_AGE_yrBIN_8_item_6392,12
580,hasCE_AGE_yrBIN_8_item_6396,12
581,hasCE_AGE_yrBIN_8_item_6395,12
582,hasCE_AGE_yrBIN_8_item_6394,12
583,hasCE_AGE_yrBIN_8_item_6397,12
584,hasCE_AGE_yrBIN_8_item_6398,12
585,hasCE_AGE_yrBIN_8_item_6400,12
586,hasCE_AGE_yrBIN_8_item_6401,12
587,hasCE_AGE_yrBIN_8_item_6406,12
588,hasCE_AGE_yrBIN_8_item_6403,12
589,hasCE_AGE_yrBIN_8_item_6352,0
590,hasCE_AGE_yrBIN_8_item_6349,12
591,hasCE_AGE_yrBIN_8_item_6348,12
592,hasCE_AGE_yrBIN_8_item_6334,27
593,hasCE_AGE_yrBIN_8_item_5832,8
594,hasCE_AGE_yrBIN_8_item_6098,8
595,hasCE_AGE_yrBIN_8_item_6340,12
596,hasCE_AGE_yrBIN_8_item_6338,12
597,hasCE_AGE_yrBIN_8_item_5047,39
598,hasCE_AGE_yrBIN_8_item_6342,12
599,hasCE_AGE_yrBIN_8_item_6343,12
600,hasCE_AGE_yrBIN_8_item_6344,12
601,hasCE_AGE_yrBIN_8_item_6345,12
602,hasCE_AGE_yrBIN_8_item_6419,12
603,hasCE_AGE_yrBIN_8_item_6346,12
604,hasCE_AGE_yrBIN_8_item_6347,12
605,hasCE_AGE_yrBIN_8_item_6066,25
606,hasCE_AGE_yrBIN_8_item_6624,25
607,hasCE_AGE_yrBIN_8_item_6626,25
608,hasCE_AGE_yrBIN_9_item_5230,1299
609,hasCE_AGE_yrBIN_9_item_5226,1299
610,hasCE_AGE_yrBIN_9_item_5218,1299
611,hasCE_AGE_yrBIN_9_item_5212,988
612,hasCE_AGE_yrBIN_9_item_5213,304
613,hasCE_AGE_yrBIN_9_item_5256,47
614,hasCE_AGE_yrBIN_9_item_5097,859
615,hasCE_AGE_yrBIN_9_item_5225,1294
616,hasCE_AGE_yrBIN_9_item_5059,257
617,hasCE_AGE_yrBIN_9_item_5224,1296
618,hasCE_AGE_yrBIN_9_item_5248,1294
619,hasCE_AGE_yrBIN_9_item_5238,302
620,hasCE_AGE_yrBIN_9_item_5215,1296
621,hasCE_AGE_yrBIN_9_item_5235,1296
622,hasCE_AGE_yrBIN_9_item_5236,302
623,hasCE_AGE_yrBIN_9_item_5245,83
624,hasCE_AGE_yrBIN_9_item_5114,855
625,hasCE_AGE_yrBIN_9_item_5099,859
626,hasCE_AGE_yrBIN_9_item_5257,1294
627,hasCE_AGE_yrBIN_9_item_5113,855
628,hasCE_AGE_yrBIN_9_item_5115,855
629,hasCE_AGE_yrBIN_9_item_5132,859
630,hasCE_AGE_yrBIN_9_item_6316,737
631,hasCE_AGE_yrBIN_9_item_5094,737
632,hasCE_AGE_yrBIN_9_item_5511,0
633,hasCE_AGE_yrBIN_9_item_5129,859
634,hasCE_AGE_yrBIN_9_item_5141,858
635,hasCE_AGE_yrBIN_9_item_5024,290
636,hasCE_AGE_yrBIN_9_item_5120,781
637,hasCE_AGE_yrBIN_9_item_5136,846
638,hasCE_AGE_yrBIN_9_item_5075,290
639,hasCE_AGE_yrBIN_9_item_5002,823
640,hasCE_AGE_yrBIN_9_item_5078,297
641,hasCE_AGE_yrBIN_9_item_5025,290
642,hasCE_AGE_yrBIN_9_item_5492,822
643,hasCE_AGE_yrBIN_9_item_5626,522
644,hasCE_AGE_yrBIN_9_item_5821,326
645,hasCE_AGE_yrBIN_9_item_5038,323
646,hasCE_AGE_yrBIN_9_item_5227,1291
647,hasCE_AGE_yrBIN_9_item_5174,515
648,hasCE_AGE_yrBIN_9_item_5186,519
649,hasCE_AGE_yrBIN_9_item_5161,507
650,hasCE_AGE_yrBIN_9_item_6165,13
651,hasCE_AGE_yrBIN_9_item_6183,0
652,hasCE_AGE_yrBIN_9_item_6095,0
653,hasCE_AGE_yrBIN_9_item_6193,16
654,hasCE_AGE_yrBIN_9_item_6393,15
655,hasCE_AGE_yrBIN_9_item_6392,15
656,hasCE_AGE_yrBIN_9_item_6396,15
657,hasCE_AGE_yrBIN_9_item_6395,15
658,hasCE_AGE_yrBIN_9_item_6394,15
659,hasCE_AGE_yrBIN_9_item_6397,15
660,hasCE_AGE_yrBIN_9_item_6398,15
661,hasCE_AGE_yrBIN_9_item_6400,15
662,hasCE_AGE_yrBIN_9_item_6401,15
663,hasCE_AGE_yrBIN_9_item_6406,15
664,hasCE_AGE_yrBIN_9_item_6403,15
665,hasCE_AGE_yrBIN_9_item_6352,1
666,hasCE_AGE_yrBIN_9_item_6349,15
667,hasCE_AGE_yrBIN_9_item_6348,15
668,hasCE_AGE_yrBIN_9_item_6334,55
669,hasCE_AGE_yrBIN_9_item_5832,22
670,hasCE_AGE_yrBIN_9_item_6098,22
671,hasCE_AGE_yrBIN_9_item_6340,15
672,hasCE_AGE_yrBIN_9_item_6338,15
673,hasCE_AGE_yrBIN_9_item_5047,43
674,hasCE_AGE_yrBIN_9_item_6342,15
675,hasCE_AGE_yrBIN_9_item_6343,15
676,hasCE_AGE_yrBIN_9_item_6344,15
677,hasCE_AGE_yrBIN_9_item_6345,15
678,hasCE_AGE_yrBIN_9_item_6419,14
679,hasCE_AGE_yrBIN_9_item_6346,15
680,hasCE_AGE_yrBIN_9_item_6347,15
681,hasCE_AGE_yrBIN_9_item_6066,36
682,hasCE_AGE_yrBIN_9_item_6624,36
683,hasCE_AGE_yrBIN_9_item_6626,36
684,hasCE_AGE_yrBIN_10_item_5230,408
685,hasCE_AGE_yrBIN_10_item_5226,408
686,hasCE_AGE_yrBIN_10_item_5218,408
687,hasCE_AGE_yrBIN_10_item_5212,259
688,hasCE_AGE_yrBIN_10_item_5213,144
689,hasCE_AGE_yrBIN_10_item_5256,23
690,hasCE_AGE_yrBIN_10_item_5097,285
691,hasCE_AGE_yrBIN_10_item_5225,404
692,hasCE_AGE_yrBIN_10_item_5059,64
693,hasCE_AGE_yrBIN_10_item_5224,405
694,hasCE_AGE_yrBIN_10_item_5248,404
695,hasCE_AGE_yrBIN_10_item_5238,144
696,hasCE_AGE_yrBIN_10_item_5215,408
697,hasCE_AGE_yrBIN_10_item_5235,405
698,hasCE_AGE_yrBIN_10_item_5236,144
699,hasCE_AGE_yrBIN_10_item_5245,87
700,hasCE_AGE_yrBIN_10_item_5114,284
701,hasCE_AGE_yrBIN_10_item_5099,285
702,hasCE_AGE_yrBIN_10_item_5257,404
703,hasCE_AGE_yrBIN_10_item_5113,284
704,hasCE_AGE_yrBIN_10_item_5115,284
705,hasCE_AGE_yrBIN_10_item_5132,285
706,hasCE_AGE_yrBIN_10_item_6316,272
707,hasCE_AGE_yrBIN_10_item_5094,271
708,hasCE_AGE_yrBIN_10_item_5511,0
709,hasCE_AGE_yrBIN_10_item_5129,285
710,hasCE_AGE_yrBIN_10_item_5141,284
711,hasCE_AGE_yrBIN_10_item_5024,80
712,hasCE_AGE_yrBIN_10_item_5120,258
713,hasCE_AGE_yrBIN_10_item_5136,284
714,hasCE_AGE_yrBIN_10_item_5075,80
715,hasCE_AGE_yrBIN_10_item_5002,276
716,hasCE_AGE_yrBIN_10_item_5078,81
717,hasCE_AGE_yrBIN_10_item_5025,80
718,hasCE_AGE_yrBIN_10_item_5492,277
719,hasCE_AGE_yrBIN_10_item_5626,182
720,hasCE_AGE_yrBIN_10_item_5821,100
721,hasCE_AGE_yrBIN_10_item_5038,88
722,hasCE_AGE_yrBIN_10_item_5227,401
723,hasCE_AGE_yrBIN_10_item_5174,141
724,hasCE_AGE_yrBIN_10_item_5186,141
725,hasCE_AGE_yrBIN_10_item_5161,140
726,hasCE_AGE_yrBIN_10_item_6165,5
727,hasCE_AGE_yrBIN_10_item_6183,0
728,hasCE_AGE_yrBIN_10_item_6095,0
729,hasCE_AGE_yrBIN_10_item_6193,6
730,hasCE_AGE_yrBIN_10_item_6393,9
731,hasCE_AGE_yrBIN_10_item_6392,9
732,hasCE_AGE_yrBIN_10_item_6396,9
733,hasCE_AGE_yrBIN_10_item_6395,9
734,hasCE_AGE_yrBIN_10_item_6394,9
735,hasCE_AGE_yrBIN_10_item_6397,9
736,hasCE_AGE_yrBIN_10_item_6398,9
737,hasCE_AGE_yrBIN_10_item_6400,9
738,hasCE_AGE_yrBIN_10_item_6401,9
739,hasCE_AGE_yrBIN_10_item_6406,9
740,hasCE_AGE_yrBIN_10_item_6403,9
741,hasCE_AGE_yrBIN_10_item_6352,1
742,hasCE_AGE_yrBIN_10_item_6349,9
743,hasCE_AGE_yrBIN_10_item_6348,9
744,hasCE_AGE_yrBIN_10_item_6334,7
745,hasCE_AGE_yrBIN_10_item_5832,7
746,hasCE_AGE_yrBIN_10_item_6098,7
747,hasCE_AGE_yrBIN_10_item_6340,9
748,hasCE_AGE_yrBIN_10_item_6338,9
749,hasCE_AGE_yrBIN_10_item_5047,14
750,hasCE_AGE_yrBIN_10_item_6342,9
751,hasCE_AGE_yrBIN_10_item_6343,9
752,hasCE_AGE_yrBIN_10_item_6344,9
753,hasCE_AGE_yrBIN_10_item_6345,9
754,hasCE_AGE_yrBIN_10_item_6419,8
755,hasCE_AGE_yrBIN_10_item_6346,9
756,hasCE_AGE_yrBIN_10_item_6347,9
757,hasCE_AGE_yrBIN_10_item_6066,19
758,hasCE_AGE_yrBIN_10_item_6624,19
759,hasCE_AGE_yrBIN_10_item_6626,19
760,hasCE_AGE_yrBIN_11_item_5230,638
761,hasCE_AGE_yrBIN_11_item_5226,638
762,hasCE_AGE_yrBIN_11_item_5218,638
763,hasCE_AGE_yrBIN_11_item_5212,353
764,hasCE_AGE_yrBIN_11_item_5213,280
765,hasCE_AGE_yrBIN_11_item_5256,22
766,hasCE_AGE_yrBIN_11_item_5097,468
767,hasCE_AGE_yrBIN_11_item_5225,634
768,hasCE_AGE_yrBIN_11_item_5059,120
769,hasCE_AGE_yrBIN_11_item_5224,636
770,hasCE_AGE_yrBIN_11_item_5248,634
771,hasCE_AGE_yrBIN_11_item_5238,278
772,hasCE_AGE_yrBIN_11_item_5215,638
773,hasCE_AGE_yrBIN_11_item_5235,636
774,hasCE_AGE_yrBIN_11_item_5236,278
775,hasCE_AGE_yrBIN_11_item_5245,131
776,hasCE_AGE_yrBIN_11_item_5114,468
777,hasCE_AGE_yrBIN_11_item_5099,468
778,hasCE_AGE_yrBIN_11_item_5257,634
779,hasCE_AGE_yrBIN_11_item_5113,468
780,hasCE_AGE_yrBIN_11_item_5115,468
781,hasCE_AGE_yrBIN_11_item_5132,468
782,hasCE_AGE_yrBIN_11_item_6316,385
783,hasCE_AGE_yrBIN_11_item_5094,385
784,hasCE_AGE_yrBIN_11_item_5511,0
785,hasCE_AGE_yrBIN_11_item_5129,468
786,hasCE_AGE_yrBIN_11_item_5141,468
787,hasCE_AGE_yrBIN_11_item_5024,173
788,hasCE_AGE_yrBIN_11_item_5120,424
789,hasCE_AGE_yrBIN_11_item_5136,467
790,hasCE_AGE_yrBIN_11_item_5075,173
791,hasCE_AGE_yrBIN_11_item_5002,404
792,hasCE_AGE_yrBIN_11_item_5078,179
793,hasCE_AGE_yrBIN_11_item_5025,173
794,hasCE_AGE_yrBIN_11_item_5492,404
795,hasCE_AGE_yrBIN_11_item_5626,253
796,hasCE_AGE_yrBIN_11_item_5821,206
797,hasCE_AGE_yrBIN_11_item_5038,173
798,hasCE_AGE_yrBIN_11_item_5227,624
799,hasCE_AGE_yrBIN_11_item_5174,295
800,hasCE_AGE_yrBIN_11_item_5186,295
801,hasCE_AGE_yrBIN_11_item_5161,289
802,hasCE_AGE_yrBIN_11_item_6165,7
803,hasCE_AGE_yrBIN_11_item_6183,0
804,hasCE_AGE_yrBIN_11_item_6095,0
805,hasCE_AGE_yrBIN_11_item_6193,9
806,hasCE_AGE_yrBIN_11_item_6393,18
807,hasCE_AGE_yrBIN_11_item_6392,18
808,hasCE_AGE_yrBIN_11_item_6396,18
809,hasCE_AGE_yrBIN_11_item_6395,18
810,hasCE_AGE_yrBIN_11_item_6394,18
811,hasCE_AGE_yrBIN_11_item_6397,18
812,hasCE_AGE_yrBIN_11_item_6398,18
813,hasCE_AGE_yrBIN_11_item_6400,18
814,hasCE_AGE_yrBIN_11_item_6401,18
815,hasCE_AGE_yrBIN_11_item_6406,18
816,hasCE_AGE_yrBIN_11_item_6403,18
817,hasCE_AGE_yrBIN_11_item_6352,1
818,hasCE_AGE_yrBIN_11_item_6349,18
819,hasCE_AGE_yrBIN_11_item_6348,18
820,hasCE_AGE_yrBIN_11_item_6334,25
821,hasCE_AGE_yrBIN_11_item_5832,17
822,hasCE_AGE_yrBIN_11_item_6098,17
823,hasCE_AGE_yrBIN_11_item_6340,18
824,hasCE_AGE_yrBIN_11_item_6338,18
825,hasCE_AGE_yrBIN_11_item_5047,35
826,hasCE_AGE_yrBIN_11_item_6342,18
827,hasCE_AGE_yrBIN_11_item_6343,18
828,hasCE_AGE_yrBIN_11_item_6344,18
829,hasCE_AGE_yrBIN_11_item_6345,18
830,hasCE_AGE_yrBIN_11_item_6419,17
831,hasCE_AGE_yrBIN_11_item_6346,18
832,hasCE_AGE_yrBIN_11_item_6347,18
833,hasCE_AGE_yrBIN_11_item_6066,27
834,hasCE_AGE_yrBIN_11_item_6624,27
835,hasCE_AGE_yrBIN_11_item_6626,27
836,hasCE_AGE_yrBIN_12_item_5230,758
837,hasCE_AGE_yrBIN_12_item_5226,758
838,hasCE_AGE_yrBIN_12_item_5218,758
839,hasCE_AGE_yrBIN_12_item_5212,412
840,hasCE_AGE_yrBIN_12_item_5213,339
841,hasCE_AGE_yrBIN_12_item_5256,36
842,hasCE_AGE_yrBIN_12_item_5097,623
843,hasCE_AGE_yrBIN_12_item_5225,754
844,hasCE_AGE_yrBIN_12_item_5059,134
845,hasCE_AGE_yrBIN_12_item_5224,755
846,hasCE_AGE_yrBIN_12_item_5248,753
847,hasCE_AGE_yrBIN_12_item_5238,342
848,hasCE_AGE_yrBIN_12_item_5215,758
849,hasCE_AGE_yrBIN_12_item_5235,755
850,hasCE_AGE_yrBIN_12_item_5236,341
851,hasCE_AGE_yrBIN_12_item_5245,78
852,hasCE_AGE_yrBIN_12_item_5114,620
853,hasCE_AGE_yrBIN_12_item_5099,623
854,hasCE_AGE_yrBIN_12_item_5257,754
855,hasCE_AGE_yrBIN_12_item_5113,620
856,hasCE_AGE_yrBIN_12_item_5115,620
857,hasCE_AGE_yrBIN_12_item_5132,623
858,hasCE_AGE_yrBIN_12_item_6316,512
859,hasCE_AGE_yrBIN_12_item_5094,512
860,hasCE_AGE_yrBIN_12_item_5511,0
861,hasCE_AGE_yrBIN_12_item_5129,623
862,hasCE_AGE_yrBIN_12_item_5141,622
863,hasCE_AGE_yrBIN_12_item_5024,171
864,hasCE_AGE_yrBIN_12_item_5120,558
865,hasCE_AGE_yrBIN_12_item_5136,611
866,hasCE_AGE_yrBIN_12_item_5075,171
867,hasCE_AGE_yrBIN_12_item_5002,602
868,hasCE_AGE_yrBIN_12_item_5078,173
869,hasCE_AGE_yrBIN_12_item_5025,171
870,hasCE_AGE_yrBIN_12_item_5492,599
871,hasCE_AGE_yrBIN_12_item_5626,389
872,hasCE_AGE_yrBIN_12_item_5821,219
873,hasCE_AGE_yrBIN_12_item_5038,180
874,hasCE_AGE_yrBIN_12_item_5227,753
875,hasCE_AGE_yrBIN_12_item_5174,277
876,hasCE_AGE_yrBIN_12_item_5186,279
877,hasCE_AGE_yrBIN_12_item_5161,270
878,hasCE_AGE_yrBIN_12_item_6165,14
879,hasCE_AGE_yrBIN_12_item_6183,0
880,hasCE_AGE_yrBIN_12_item_6095,0
881,hasCE_AGE_yrBIN_12_item_6193,16
882,hasCE_AGE_yrBIN_12_item_6393,10
883,hasCE_AGE_yrBIN_12_item_6392,10
884,hasCE_AGE_yrBIN_12_item_6396,10
885,hasCE_AGE_yrBIN_12_item_6395,10
886,hasCE_AGE_yrBIN_12_item_6394,10
887,hasCE_AGE_yrBIN_12_item_6397,10
888,hasCE_AGE_yrBIN_12_item_6398,10
889,hasCE_AGE_yrBIN_12_item_6400,10
890,hasCE_AGE_yrBIN_12_item_6401,10
891,hasCE_AGE_yrBIN_12_item_6406,10
892,hasCE_AGE_yrBIN_12_item_6403,10
893,hasCE_AGE_yrBIN_12_item_6352,1
894,hasCE_AGE_yrBIN_12_item_6349,10
895,hasCE_AGE_yrBIN_12_item_6348,10
896,hasCE_AGE_yrBIN_12_item_6334,31
897,hasCE_AGE_yrBIN_12_item_5832,15
898,hasCE_AGE_yrBIN_12_item_6098,15
899,hasCE_AGE_yrBIN_12_item_6340,10
900,hasCE_AGE_yrBIN_12_item_6338,10
901,hasCE_AGE_yrBIN_12_item_5047,20
902,hasCE_AGE_yrBIN_12_item_6342,10
903,hasCE_AGE_yrBIN_12_item_6343,10
904,hasCE_AGE_yrBIN_12_item_6344,10
905,hasCE_AGE_yrBIN_12_item_6345,10
906,hasCE_AGE_yrBIN_12_item_6419,9
907,hasCE_AGE_yrBIN_12_item_6346,10
908,hasCE_AGE_yrBIN_12_item_6347,10
909,hasCE_AGE_yrBIN_12_item_6066,27
910,hasCE_AGE_yrBIN_12_item_6624,27
911,hasCE_AGE_yrBIN_12_item_6626,27
912,hasCE_AGE_yrBIN_13_item_5230,1298
913,hasCE_AGE_yrBIN_13_item_5226,1298
914,hasCE_AGE_yrBIN_13_item_5218,1298
915,hasCE_AGE_yrBIN_13_item_5212,889
916,hasCE_AGE_yrBIN_13_item_5213,405
917,hasCE_AGE_yrBIN_13_item_5256,13
918,hasCE_AGE_yrBIN_13_item_5097,853
919,hasCE_AGE_yrBIN_13_item_5225,1297
920,hasCE_AGE_yrBIN_13_item_5059,274
921,hasCE_AGE_yrBIN_13_item_5224,1298
922,hasCE_AGE_yrBIN_13_item_5248,1296
923,hasCE_AGE_yrBIN_13_item_5238,401
924,hasCE_AGE_yrBIN_13_item_5215,1297
925,hasCE_AGE_yrBIN_13_item_5235,1298
926,hasCE_AGE_yrBIN_13_item_5236,401
927,hasCE_AGE_yrBIN_13_item_5245,166
928,hasCE_AGE_yrBIN_13_item_5114,849
929,hasCE_AGE_yrBIN_13_item_5099,853
930,hasCE_AGE_yrBIN_13_item_5257,1297
931,hasCE_AGE_yrBIN_13_item_5113,849
932,hasCE_AGE_yrBIN_13_item_5115,849
933,hasCE_AGE_yrBIN_13_item_5132,853
934,hasCE_AGE_yrBIN_13_item_6316,778
935,hasCE_AGE_yrBIN_13_item_5094,777
936,hasCE_AGE_yrBIN_13_item_5511,0
937,hasCE_AGE_yrBIN_13_item_5129,853
938,hasCE_AGE_yrBIN_13_item_5141,853
939,hasCE_AGE_yrBIN_13_item_5024,313
940,hasCE_AGE_yrBIN_13_item_5120,780
941,hasCE_AGE_yrBIN_13_item_5136,849
942,hasCE_AGE_yrBIN_13_item_5075,313
943,hasCE_AGE_yrBIN_13_item_5002,802
944,hasCE_AGE_yrBIN_13_item_5078,317
945,hasCE_AGE_yrBIN_13_item_5025,313
946,hasCE_AGE_yrBIN_13_item_5492,803
947,hasCE_AGE_yrBIN_13_item_5626,378
948,hasCE_AGE_yrBIN_13_item_5821,460
949,hasCE_AGE_yrBIN_13_item_5038,315
950,hasCE_AGE_yrBIN_13_item_5227,1294
951,hasCE_AGE_yrBIN_13_item_5174,517
952,hasCE_AGE_yrBIN_13_item_5186,517
953,hasCE_AGE_yrBIN_13_item_5161,504
954,hasCE_AGE_yrBIN_13_item_6165,9
955,hasCE_AGE_yrBIN_13_item_6183,0
956,hasCE_AGE_yrBIN_13_item_6095,0
957,hasCE_AGE_yrBIN_13_item_6193,13
958,hasCE_AGE_yrBIN_13_item_6393,18
959,hasCE_AGE_yrBIN_13_item_6392,18
960,hasCE_AGE_yrBIN_13_item_6396,18
961,hasCE_AGE_yrBIN_13_item_6395,18
962,hasCE_AGE_yrBIN_13_item_6394,18
963,hasCE_AGE_yrBIN_13_item_6397,18
964,hasCE_AGE_yrBIN_13_item_6398,18
965,hasCE_AGE_yrBIN_13_item_6400,18
966,hasCE_AGE_yrBIN_13_item_6401,18
967,hasCE_AGE_yrBIN_13_item_6406,18
968,hasCE_AGE_yrBIN_13_item_6403,18
969,hasCE_AGE_yrBIN_13_item_6352,0
970,hasCE_AGE_yrBIN_13_item_6349,18
971,hasCE_AGE_yrBIN_13_item_6348,18
972,hasCE_AGE_yrBIN_13_item_6334,31
973,hasCE_AGE_yrBIN_13_item_5832,15
974,hasCE_AGE_yrBIN_13_item_6098,15
975,hasCE_AGE_yrBIN_13_item_6340,18
976,hasCE_AGE_yrBIN_13_item_6338,18
977,hasCE_AGE_yrBIN_13_item_5047,34
978,hasCE_AGE_yrBIN_13_item_6342,18
979,hasCE_AGE_yrBIN_13_item_6343,18
980,hasCE_AGE_yrBIN_13_item_6344,18
981,hasCE_AGE_yrBIN_13_item_6345,18
982,hasCE_AGE_yrBIN_13_item_6419,18
983,hasCE_AGE_yrBIN_13_item_6346,18
984,hasCE_AGE_yrBIN_13_item_6347,18
985,hasCE_AGE_yrBIN_13_item_6066,36
986,hasCE_AGE_yrBIN_13_item_6624,37
987,hasCE_AGE_yrBIN_13_item_6626,37
988,hasCE_AGE_yrBIN_14_item_5230,833
989,hasCE_AGE_yrBIN_14_item_5226,833
990,hasCE_AGE_yrBIN_14_item_5218,833
991,hasCE_AGE_yrBIN_14_item_5212,602
992,hasCE_AGE_yrBIN_14_item_5213,228
993,hasCE_AGE_yrBIN_14_item_5256,23
994,hasCE_AGE_yrBIN_14_item_5097,625
995,hasCE_AGE_yrBIN_14_item_5225,830
996,hasCE_AGE_yrBIN_14_item_5059,139
997,hasCE_AGE_yrBIN_14_item_5224,830
998,hasCE_AGE_yrBIN_14_item_5248,830
999,hasCE_AGE_yrBIN_14_item_5238,225
1000,hasCE_AGE_yrBIN_14_item_5215,833
1001,hasCE_AGE_yrBIN_14_item_5235,830
1002,hasCE_AGE_yrBIN_14_item_5236,225
1003,hasCE_AGE_yrBIN_14_item_5245,52
1004,hasCE_AGE_yrBIN_14_item_5114,624
1005,hasCE_AGE_yrBIN_14_item_5099,625
1006,hasCE_AGE_yrBIN_14_item_5257,830
1007,hasCE_AGE_yrBIN_14_item_5113,624
1008,hasCE_AGE_yrBIN_14_item_5115,624
1009,hasCE_AGE_yrBIN_14_item_5132,624
1010,hasCE_AGE_yrBIN_14_item_6316,525
1011,hasCE_AGE_yrBIN_14_item_5094,525
1012,hasCE_AGE_yrBIN_14_item_5511,3
1013,hasCE_AGE_yrBIN_14_item_5129,625
1014,hasCE_AGE_yrBIN_14_item_5141,625
1015,hasCE_AGE_yrBIN_14_item_5024,172
1016,hasCE_AGE_yrBIN_14_item_5120,578
1017,hasCE_AGE_yrBIN_14_item_5136,622
1018,hasCE_AGE_yrBIN_14_item_5075,172
1019,hasCE_AGE_yrBIN_14_item_5002,583
1020,hasCE_AGE_yrBIN_14_item_5078,173
1021,hasCE_AGE_yrBIN_14_item_5025,172
1022,hasCE_AGE_yrBIN_14_item_5492,580
1023,hasCE_AGE_yrBIN_14_item_5626,444
1024,hasCE_AGE_yrBIN_14_item_5821,166
1025,hasCE_AGE_yrBIN_14_item_5038,176
1026,hasCE_AGE_yrBIN_14_item_5227,820
1027,hasCE_AGE_yrBIN_14_item_5174,318
1028,hasCE_AGE_yrBIN_14_item_5186,318
1029,hasCE_AGE_yrBIN_14_item_5161,324
1030,hasCE_AGE_yrBIN_14_item_6165,8
1031,hasCE_AGE_yrBIN_14_item_6183,0
1032,hasCE_AGE_yrBIN_14_item_6095,0
1033,hasCE_AGE_yrBIN_14_item_6193,11
1034,hasCE_AGE_yrBIN_14_item_6393,11
1035,hasCE_AGE_yrBIN_14_item_6392,11
1036,hasCE_AGE_yrBIN_14_item_6396,11
1037,hasCE_AGE_yrBIN_14_item_6395,11
1038,hasCE_AGE_yrBIN_14_item_6394,11
1039,hasCE_AGE_yrBIN_14_item_6397,11
1040,hasCE_AGE_yrBIN_14_item_6398,11
1041,hasCE_AGE_yrBIN_14_item_6400,11
1042,hasCE_AGE_yrBIN_14_item_6401,11
1043,hasCE_AGE_yrBIN_14_item_6406,11
1044,hasCE_AGE_yrBIN_14_item_6403,11
1045,hasCE_AGE_yrBIN_14_item_6352,0
1046,hasCE_AGE_yrBIN_14_item_6349,11
1047,hasCE_AGE_yrBIN_14_item_6348,11
1048,hasCE_AGE_yrBIN_14_item_6334,29
1049,hasCE_AGE_yrBIN_14_item_5832,14
1050,hasCE_AGE_yrBIN_14_item_6098,14
1051,hasCE_AGE_yrBIN_14_item_6340,11
1052,hasCE_AGE_yrBIN_14_item_6338,11
1053,hasCE_AGE_yrBIN_14_item_5047,20
1054,hasCE_AGE_yrBIN_14_item_6342,11
1055,hasCE_AGE_yrBIN_14_item_6343,11
1056,hasCE_AGE_yrBIN_14_item_6344,11
1057,hasCE_AGE_yrBIN_14_item_6345,11
1058,hasCE_AGE_yrBIN_14_item_6419,11
1059,hasCE_AGE_yrBIN_14_item_6346,11
1060,hasCE_AGE_yrBIN_14_item_6347,11
1061,hasCE_AGE_yrBIN_14_item_6066,30
