,category,num_Assay_Obs
1062,hasCE_AGE_yrBIN_14_item_6624,30
1063,hasCE_AGE_yrBIN_14_item_6626,30
1064,hasCE_AGE_yrBIN_15_item_5230,296
1065,hasCE_AGE_yrBIN_15_item_5226,295
1066,hasCE_AGE_yrBIN_15_item_5218,296
1067,hasCE_AGE_yrBIN_15_item_5212,110
1068,hasCE_AGE_yrBIN_15_item_5213,184
1069,hasCE_AGE_yrBIN_15_item_5256,93
1070,hasCE_AGE_yrBIN_15_item_5097,195
1071,hasCE_AGE_yrBIN_15_item_5225,296
1072,hasCE_AGE_yrBIN_15_item_5059,42
1073,hasCE_AGE_yrBIN_15_item_5224,296
1074,hasCE_AGE_yrBIN_15_item_5248,296
1075,hasCE_AGE_yrBIN_15_item_5238,184
1076,hasCE_AGE_yrBIN_15_item_5215,295
1077,hasCE_AGE_yrBIN_15_item_5235,296
1078,hasCE_AGE_yrBIN_15_item_5236,184
1079,hasCE_AGE_yrBIN_15_item_5245,46
1080,hasCE_AGE_yrBIN_15_item_5114,195
1081,hasCE_AGE_yrBIN_15_item_5099,195
1082,hasCE_AGE_yrBIN_15_item_5257,296
1083,hasCE_AGE_yrBIN_15_item_5113,195
1084,hasCE_AGE_yrBIN_15_item_5115,195
1085,hasCE_AGE_yrBIN_15_item_5132,195
1086,hasCE_AGE_yrBIN_15_item_6316,181
1087,hasCE_AGE_yrBIN_15_item_5094,181
1088,hasCE_AGE_yrBIN_15_item_5511,0
1089,hasCE_AGE_yrBIN_15_item_5129,195
1090,hasCE_AGE_yrBIN_15_item_5141,195
1091,hasCE_AGE_yrBIN_15_item_5024,63
1092,hasCE_AGE_yrBIN_15_item_5120,168
1093,hasCE_AGE_yrBIN_15_item_5136,195
1094,hasCE_AGE_yrBIN_15_item_5075,63
1095,hasCE_AGE_yrBIN_15_item_5002,189
1096,hasCE_AGE_yrBIN_15_item_5078,64
1097,hasCE_AGE_yrBIN_15_item_5025,64
1098,hasCE_AGE_yrBIN_15_item_5492,189
1099,hasCE_AGE_yrBIN_15_item_5626,100
1100,hasCE_AGE_yrBIN_15_item_5821,95
1101,hasCE_AGE_yrBIN_15_item_5038,63
1102,hasCE_AGE_yrBIN_15_item_5227,294
1103,hasCE_AGE_yrBIN_15_item_5174,107
1104,hasCE_AGE_yrBIN_15_item_5186,107
1105,hasCE_AGE_yrBIN_15_item_5161,105
1106,hasCE_AGE_yrBIN_15_item_6165,2
1107,hasCE_AGE_yrBIN_15_item_6183,1
1108,hasCE_AGE_yrBIN_15_item_6095,0
1109,hasCE_AGE_yrBIN_15_item_6193,5
1110,hasCE_AGE_yrBIN_15_item_6393,2
1111,hasCE_AGE_yrBIN_15_item_6392,2
1112,hasCE_AGE_yrBIN_15_item_6396,2
1113,hasCE_AGE_yrBIN_15_item_6395,2
1114,hasCE_AGE_yrBIN_15_item_6394,2
1115,hasCE_AGE_yrBIN_15_item_6397,2
1116,hasCE_AGE_yrBIN_15_item_6398,2
1117,hasCE_AGE_yrBIN_15_item_6400,2
1118,hasCE_AGE_yrBIN_15_item_6401,2
1119,hasCE_AGE_yrBIN_15_item_6406,2
1120,hasCE_AGE_yrBIN_15_item_6403,2
1121,hasCE_AGE_yrBIN_15_item_6352,0
1122,hasCE_AGE_yrBIN_15_item_6349,2
1123,hasCE_AGE_yrBIN_15_item_6348,2
1124,hasCE_AGE_yrBIN_15_item_6334,5
1125,hasCE_AGE_yrBIN_15_item_5832,5
1126,hasCE_AGE_yrBIN_15_item_6098,5
1127,hasCE_AGE_yrBIN_15_item_6340,2
1128,hasCE_AGE_yrBIN_15_item_6338,2
1129,hasCE_AGE_yrBIN_15_item_5047,7
1130,hasCE_AGE_yrBIN_15_item_6342,2
1131,hasCE_AGE_yrBIN_15_item_6343,2
1132,hasCE_AGE_yrBIN_15_item_6344,2
1133,hasCE_AGE_yrBIN_15_item_6345,2
1134,hasCE_AGE_yrBIN_15_item_6419,2
1135,hasCE_AGE_yrBIN_15_item_6346,2
1136,hasCE_AGE_yrBIN_15_item_6347,2
1137,hasCE_AGE_yrBIN_15_item_6066,11
1138,hasCE_AGE_yrBIN_15_item_6624,11
1139,hasCE_AGE_yrBIN_15_item_6626,11
1140,hasCE_AGE_yrBIN_16_item_5230,23
1141,hasCE_AGE_yrBIN_16_item_5226,23
1142,hasCE_AGE_yrBIN_16_item_5218,23
1143,hasCE_AGE_yrBIN_16_item_5212,17
1144,hasCE_AGE_yrBIN_16_item_5213,4
1145,hasCE_AGE_yrBIN_16_item_5256,0
1146,hasCE_AGE_yrBIN_16_item_5097,27
1147,hasCE_AGE_yrBIN_16_item_5225,22
1148,hasCE_AGE_yrBIN_16_item_5059,4
1149,hasCE_AGE_yrBIN_16_item_5224,22
1150,hasCE_AGE_yrBIN_16_item_5248,22
1151,hasCE_AGE_yrBIN_16_item_5238,5
1152,hasCE_AGE_yrBIN_16_item_5215,23
1153,hasCE_AGE_yrBIN_16_item_5235,22
1154,hasCE_AGE_yrBIN_16_item_5236,5
1155,hasCE_AGE_yrBIN_16_item_5245,5
1156,hasCE_AGE_yrBIN_16_item_5114,27
1157,hasCE_AGE_yrBIN_16_item_5099,27
1158,hasCE_AGE_yrBIN_16_item_5257,22
1159,hasCE_AGE_yrBIN_16_item_5113,27
1160,hasCE_AGE_yrBIN_16_item_5115,27
1161,hasCE_AGE_yrBIN_16_item_5132,27
1162,hasCE_AGE_yrBIN_16_item_6316,27
1163,hasCE_AGE_yrBIN_16_item_5094,27
1164,hasCE_AGE_yrBIN_16_item_5511,0
1165,hasCE_AGE_yrBIN_16_item_5129,27
1166,hasCE_AGE_yrBIN_16_item_5141,27
1167,hasCE_AGE_yrBIN_16_item_5024,5
1168,hasCE_AGE_yrBIN_16_item_5120,16
1169,hasCE_AGE_yrBIN_16_item_5136,26
1170,hasCE_AGE_yrBIN_16_item_5075,5
1171,hasCE_AGE_yrBIN_16_item_5002,27
1172,hasCE_AGE_yrBIN_16_item_5078,5
1173,hasCE_AGE_yrBIN_16_item_5025,5
1174,hasCE_AGE_yrBIN_16_item_5492,27
1175,hasCE_AGE_yrBIN_16_item_5626,23
1176,hasCE_AGE_yrBIN_16_item_5821,3
1177,hasCE_AGE_yrBIN_16_item_5038,4
1178,hasCE_AGE_yrBIN_16_item_5227,22
1179,hasCE_AGE_yrBIN_16_item_5174,7
1180,hasCE_AGE_yrBIN_16_item_5186,7
1181,hasCE_AGE_yrBIN_16_item_5161,7
1182,hasCE_AGE_yrBIN_16_item_6165,0
1183,hasCE_AGE_yrBIN_16_item_6183,0
1184,hasCE_AGE_yrBIN_16_item_6095,0
1185,hasCE_AGE_yrBIN_16_item_6193,0
1186,hasCE_AGE_yrBIN_16_item_6393,0
1187,hasCE_AGE_yrBIN_16_item_6392,0
1188,hasCE_AGE_yrBIN_16_item_6396,0
1189,hasCE_AGE_yrBIN_16_item_6395,0
1190,hasCE_AGE_yrBIN_16_item_6394,0
1191,hasCE_AGE_yrBIN_16_item_6397,0
1192,hasCE_AGE_yrBIN_16_item_6398,0
1193,hasCE_AGE_yrBIN_16_item_6400,0
1194,hasCE_AGE_yrBIN_16_item_6401,0
1195,hasCE_AGE_yrBIN_16_item_6406,0
1196,hasCE_AGE_yrBIN_16_item_6403,0
1197,hasCE_AGE_yrBIN_16_item_6352,0
1198,hasCE_AGE_yrBIN_16_item_6349,0
1199,hasCE_AGE_yrBIN_16_item_6348,0
1200,hasCE_AGE_yrBIN_16_item_6334,0
1201,hasCE_AGE_yrBIN_16_item_5832,0
1202,hasCE_AGE_yrBIN_16_item_6098,0
1203,hasCE_AGE_yrBIN_16_item_6340,0
1204,hasCE_AGE_yrBIN_16_item_6338,0
1205,hasCE_AGE_yrBIN_16_item_5047,0
1206,hasCE_AGE_yrBIN_16_item_6342,0
1207,hasCE_AGE_yrBIN_16_item_6343,0
1208,hasCE_AGE_yrBIN_16_item_6344,0
1209,hasCE_AGE_yrBIN_16_item_6345,0
1210,hasCE_AGE_yrBIN_16_item_6419,0
1211,hasCE_AGE_yrBIN_16_item_6346,0
1212,hasCE_AGE_yrBIN_16_item_6347,0
1213,hasCE_AGE_yrBIN_16_item_6066,3
1214,hasCE_AGE_yrBIN_16_item_6624,3
1215,hasCE_AGE_yrBIN_16_item_6626,3
1216,hasCE_AGE_yrBIN_17_item_5230,73
1217,hasCE_AGE_yrBIN_17_item_5226,73
1218,hasCE_AGE_yrBIN_17_item_5218,73
1219,hasCE_AGE_yrBIN_17_item_5212,11
1220,hasCE_AGE_yrBIN_17_item_5213,61
1221,hasCE_AGE_yrBIN_17_item_5256,0
1222,hasCE_AGE_yrBIN_17_item_5097,63
1223,hasCE_AGE_yrBIN_17_item_5225,72
1224,hasCE_AGE_yrBIN_17_item_5059,8
1225,hasCE_AGE_yrBIN_17_item_5224,73
1226,hasCE_AGE_yrBIN_17_item_5248,72
1227,hasCE_AGE_yrBIN_17_item_5238,62
1228,hasCE_AGE_yrBIN_17_item_5215,73
1229,hasCE_AGE_yrBIN_17_item_5235,73
1230,hasCE_AGE_yrBIN_17_item_5236,62
1231,hasCE_AGE_yrBIN_17_item_5245,24
1232,hasCE_AGE_yrBIN_17_item_5114,62
1233,hasCE_AGE_yrBIN_17_item_5099,63
1234,hasCE_AGE_yrBIN_17_item_5257,72
1235,hasCE_AGE_yrBIN_17_item_5113,62
1236,hasCE_AGE_yrBIN_17_item_5115,62
1237,hasCE_AGE_yrBIN_17_item_5132,63
1238,hasCE_AGE_yrBIN_17_item_6316,31
1239,hasCE_AGE_yrBIN_17_item_5094,31
1240,hasCE_AGE_yrBIN_17_item_5511,0
1241,hasCE_AGE_yrBIN_17_item_5129,63
1242,hasCE_AGE_yrBIN_17_item_5141,63
1243,hasCE_AGE_yrBIN_17_item_5024,18
1244,hasCE_AGE_yrBIN_17_item_5120,58
1245,hasCE_AGE_yrBIN_17_item_5136,51
1246,hasCE_AGE_yrBIN_17_item_5075,18
1247,hasCE_AGE_yrBIN_17_item_5002,61
1248,hasCE_AGE_yrBIN_17_item_5078,20
1249,hasCE_AGE_yrBIN_17_item_5025,18
1250,hasCE_AGE_yrBIN_17_item_5492,60
1251,hasCE_AGE_yrBIN_17_item_5626,30
1252,hasCE_AGE_yrBIN_17_item_5821,31
1253,hasCE_AGE_yrBIN_17_item_5038,18
1254,hasCE_AGE_yrBIN_17_item_5227,73
1255,hasCE_AGE_yrBIN_17_item_5174,41
1256,hasCE_AGE_yrBIN_17_item_5186,41
1257,hasCE_AGE_yrBIN_17_item_5161,42
1258,hasCE_AGE_yrBIN_17_item_6165,1
1259,hasCE_AGE_yrBIN_17_item_6183,0
1260,hasCE_AGE_yrBIN_17_item_6095,0
1261,hasCE_AGE_yrBIN_17_item_6193,1
1262,hasCE_AGE_yrBIN_17_item_6393,1
1263,hasCE_AGE_yrBIN_17_item_6392,1
1264,hasCE_AGE_yrBIN_17_item_6396,1
1265,hasCE_AGE_yrBIN_17_item_6395,1
1266,hasCE_AGE_yrBIN_17_item_6394,1
1267,hasCE_AGE_yrBIN_17_item_6397,1
1268,hasCE_AGE_yrBIN_17_item_6398,1
1269,hasCE_AGE_yrBIN_17_item_6400,1
1270,hasCE_AGE_yrBIN_17_item_6401,1
1271,hasCE_AGE_yrBIN_17_item_6406,1
1272,hasCE_AGE_yrBIN_17_item_6403,1
1273,hasCE_AGE_yrBIN_17_item_6352,0
1274,hasCE_AGE_yrBIN_17_item_6349,1
1275,hasCE_AGE_yrBIN_17_item_6348,1
1276,hasCE_AGE_yrBIN_17_item_6334,1
1277,hasCE_AGE_yrBIN_17_item_5832,2
1278,hasCE_AGE_yrBIN_17_item_6098,2
1279,hasCE_AGE_yrBIN_17_item_6340,1
1280,hasCE_AGE_yrBIN_17_item_6338,1
1281,hasCE_AGE_yrBIN_17_item_5047,4
1282,hasCE_AGE_yrBIN_17_item_6342,1
1283,hasCE_AGE_yrBIN_17_item_6343,1
1284,hasCE_AGE_yrBIN_17_item_6344,1
1285,hasCE_AGE_yrBIN_17_item_6345,1
1286,hasCE_AGE_yrBIN_17_item_6419,1
1287,hasCE_AGE_yrBIN_17_item_6346,1
1288,hasCE_AGE_yrBIN_17_item_6347,1
1289,hasCE_AGE_yrBIN_17_item_6066,6
1290,hasCE_AGE_yrBIN_17_item_6624,6
1291,hasCE_AGE_yrBIN_17_item_6626,6
1292,hasCE_AGE_yrBIN_18_item_5230,0
1293,hasCE_AGE_yrBIN_18_item_5226,0
1294,hasCE_AGE_yrBIN_18_item_5218,0
1295,hasCE_AGE_yrBIN_18_item_5212,0
1296,hasCE_AGE_yrBIN_18_item_5213,0
1297,hasCE_AGE_yrBIN_18_item_5256,0
1298,hasCE_AGE_yrBIN_18_item_5097,0
1299,hasCE_AGE_yrBIN_18_item_5225,0
1300,hasCE_AGE_yrBIN_18_item_5059,0
1301,hasCE_AGE_yrBIN_18_item_5224,0
1302,hasCE_AGE_yrBIN_18_item_5248,0
1303,hasCE_AGE_yrBIN_18_item_5238,0
1304,hasCE_AGE_yrBIN_18_item_5215,0
1305,hasCE_AGE_yrBIN_18_item_5235,0
1306,hasCE_AGE_yrBIN_18_item_5236,0
1307,hasCE_AGE_yrBIN_18_item_5245,0
1308,hasCE_AGE_yrBIN_18_item_5114,0
1309,hasCE_AGE_yrBIN_18_item_5099,0
1310,hasCE_AGE_yrBIN_18_item_5257,0
1311,hasCE_AGE_yrBIN_18_item_5113,0
1312,hasCE_AGE_yrBIN_18_item_5115,0
1313,hasCE_AGE_yrBIN_18_item_5132,0
1314,hasCE_AGE_yrBIN_18_item_6316,0
1315,hasCE_AGE_yrBIN_18_item_5094,0
1316,hasCE_AGE_yrBIN_18_item_5511,0
1317,hasCE_AGE_yrBIN_18_item_5129,0
1318,hasCE_AGE_yrBIN_18_item_5141,0
1319,hasCE_AGE_yrBIN_18_item_5024,0
1320,hasCE_AGE_yrBIN_18_item_5120,0
1321,hasCE_AGE_yrBIN_18_item_5136,0
1322,hasCE_AGE_yrBIN_18_item_5075,0
1323,hasCE_AGE_yrBIN_18_item_5002,0
1324,hasCE_AGE_yrBIN_18_item_5078,0
1325,hasCE_AGE_yrBIN_18_item_5025,0
1326,hasCE_AGE_yrBIN_18_item_5492,0
1327,hasCE_AGE_yrBIN_18_item_5626,0
1328,hasCE_AGE_yrBIN_18_item_5821,0
1329,hasCE_AGE_yrBIN_18_item_5038,0
1330,hasCE_AGE_yrBIN_18_item_5227,0
1331,hasCE_AGE_yrBIN_18_item_5174,0
1332,hasCE_AGE_yrBIN_18_item_5186,0
1333,hasCE_AGE_yrBIN_18_item_5161,0
1334,hasCE_AGE_yrBIN_18_item_6165,0
1335,hasCE_AGE_yrBIN_18_item_6183,0
1336,hasCE_AGE_yrBIN_18_item_6095,0
1337,hasCE_AGE_yrBIN_18_item_6193,0
1338,hasCE_AGE_yrBIN_18_item_6393,0
1339,hasCE_AGE_yrBIN_18_item_6392,0
1340,hasCE_AGE_yrBIN_18_item_6396,0
1341,hasCE_AGE_yrBIN_18_item_6395,0
1342,hasCE_AGE_yrBIN_18_item_6394,0
1343,hasCE_AGE_yrBIN_18_item_6397,0
1344,hasCE_AGE_yrBIN_18_item_6398,0
1345,hasCE_AGE_yrBIN_18_item_6400,0
1346,hasCE_AGE_yrBIN_18_item_6401,0
1347,hasCE_AGE_yrBIN_18_item_6406,0
1348,hasCE_AGE_yrBIN_18_item_6403,0
1349,hasCE_AGE_yrBIN_18_item_6352,0
1350,hasCE_AGE_yrBIN_18_item_6349,0
1351,hasCE_AGE_yrBIN_18_item_6348,0
1352,hasCE_AGE_yrBIN_18_item_6334,0
1353,hasCE_AGE_yrBIN_18_item_5832,0
1354,hasCE_AGE_yrBIN_18_item_6098,0
1355,hasCE_AGE_yrBIN_18_item_6340,0
1356,hasCE_AGE_yrBIN_18_item_6338,0
1357,hasCE_AGE_yrBIN_18_item_5047,0
1358,hasCE_AGE_yrBIN_18_item_6342,0
1359,hasCE_AGE_yrBIN_18_item_6343,0
1360,hasCE_AGE_yrBIN_18_item_6344,0
1361,hasCE_AGE_yrBIN_18_item_6345,0
1362,hasCE_AGE_yrBIN_18_item_6419,0
1363,hasCE_AGE_yrBIN_18_item_6346,0
1364,hasCE_AGE_yrBIN_18_item_6347,0
1365,hasCE_AGE_yrBIN_18_item_6066,0
1366,hasCE_AGE_yrBIN_18_item_6624,0
1367,hasCE_AGE_yrBIN_18_item_6626,0
1368,lacksCE_AGE_yrBIN_1_item_5230,53626
1369,lacksCE_AGE_yrBIN_1_item_5226,53625
1370,lacksCE_AGE_yrBIN_1_item_5218,53629
1371,lacksCE_AGE_yrBIN_1_item_5212,40930
1372,lacksCE_AGE_yrBIN_1_item_5213,12266
1373,lacksCE_AGE_yrBIN_1_item_5256,5184
1374,lacksCE_AGE_yrBIN_1_item_5097,25219
1375,lacksCE_AGE_yrBIN_1_item_5225,53504
1376,lacksCE_AGE_yrBIN_1_item_5059,6965
1377,lacksCE_AGE_yrBIN_1_item_5224,53567
1378,lacksCE_AGE_yrBIN_1_item_5248,53457
1379,lacksCE_AGE_yrBIN_1_item_5238,9528
1380,lacksCE_AGE_yrBIN_1_item_5215,53613
1381,lacksCE_AGE_yrBIN_1_item_5235,53574
1382,lacksCE_AGE_yrBIN_1_item_5236,9497
1383,lacksCE_AGE_yrBIN_1_item_5245,1557
1384,lacksCE_AGE_yrBIN_1_item_5114,25118
1385,lacksCE_AGE_yrBIN_1_item_5099,25193
1386,lacksCE_AGE_yrBIN_1_item_5257,53538
1387,lacksCE_AGE_yrBIN_1_item_5113,25118
1388,lacksCE_AGE_yrBIN_1_item_5115,25118
1389,lacksCE_AGE_yrBIN_1_item_5132,25196
1390,lacksCE_AGE_yrBIN_1_item_6316,24081
1391,lacksCE_AGE_yrBIN_1_item_5094,24075
1392,lacksCE_AGE_yrBIN_1_item_5511,2
1393,lacksCE_AGE_yrBIN_1_item_5129,25193
1394,lacksCE_AGE_yrBIN_1_item_5141,25169
1395,lacksCE_AGE_yrBIN_1_item_5024,9313
1396,lacksCE_AGE_yrBIN_1_item_5120,23219
1397,lacksCE_AGE_yrBIN_1_item_5136,25063
1398,lacksCE_AGE_yrBIN_1_item_5075,9333
1399,lacksCE_AGE_yrBIN_1_item_5002,25011
1400,lacksCE_AGE_yrBIN_1_item_5078,9436
1401,lacksCE_AGE_yrBIN_1_item_5025,9308
1402,lacksCE_AGE_yrBIN_1_item_5492,24987
1403,lacksCE_AGE_yrBIN_1_item_5626,21942
1404,lacksCE_AGE_yrBIN_1_item_5821,1982
1405,lacksCE_AGE_yrBIN_1_item_5038,7936
1406,lacksCE_AGE_yrBIN_1_item_5227,53107
1407,lacksCE_AGE_yrBIN_1_item_5174,10521
1408,lacksCE_AGE_yrBIN_1_item_5186,10572
1409,lacksCE_AGE_yrBIN_1_item_5161,10516
1410,lacksCE_AGE_yrBIN_1_item_6165,662
1411,lacksCE_AGE_yrBIN_1_item_6183,2
1412,lacksCE_AGE_yrBIN_1_item_6095,256
1413,lacksCE_AGE_yrBIN_1_item_6193,680
1414,lacksCE_AGE_yrBIN_1_item_6393,663
1415,lacksCE_AGE_yrBIN_1_item_6392,663
1416,lacksCE_AGE_yrBIN_1_item_6396,663
1417,lacksCE_AGE_yrBIN_1_item_6395,663
1418,lacksCE_AGE_yrBIN_1_item_6394,663
1419,lacksCE_AGE_yrBIN_1_item_6397,663
1420,lacksCE_AGE_yrBIN_1_item_6398,663
1421,lacksCE_AGE_yrBIN_1_item_6400,663
1422,lacksCE_AGE_yrBIN_1_item_6401,663
1423,lacksCE_AGE_yrBIN_1_item_6406,663
1424,lacksCE_AGE_yrBIN_1_item_6403,663
1425,lacksCE_AGE_yrBIN_1_item_6352,24
1426,lacksCE_AGE_yrBIN_1_item_6349,663
1427,lacksCE_AGE_yrBIN_1_item_6348,663
1428,lacksCE_AGE_yrBIN_1_item_6334,564
1429,lacksCE_AGE_yrBIN_1_item_5832,292
1430,lacksCE_AGE_yrBIN_1_item_6098,292
1431,lacksCE_AGE_yrBIN_1_item_6340,663
1432,lacksCE_AGE_yrBIN_1_item_6338,663
1433,lacksCE_AGE_yrBIN_1_item_5047,551
1434,lacksCE_AGE_yrBIN_1_item_6342,663
1435,lacksCE_AGE_yrBIN_1_item_6343,663
1436,lacksCE_AGE_yrBIN_1_item_6344,663
1437,lacksCE_AGE_yrBIN_1_item_6345,663
1438,lacksCE_AGE_yrBIN_1_item_6419,639
1439,lacksCE_AGE_yrBIN_1_item_6346,663
1440,lacksCE_AGE_yrBIN_1_item_6347,663
1441,lacksCE_AGE_yrBIN_1_item_6066,48
1442,lacksCE_AGE_yrBIN_1_item_6624,48
1443,lacksCE_AGE_yrBIN_1_item_6626,48
1444,lacksCE_AGE_yrBIN_2_item_5230,18146
1445,lacksCE_AGE_yrBIN_2_item_5226,18142
1446,lacksCE_AGE_yrBIN_2_item_5218,18142
1447,lacksCE_AGE_yrBIN_2_item_5212,14240
1448,lacksCE_AGE_yrBIN_2_item_5213,3759
1449,lacksCE_AGE_yrBIN_2_item_5256,539
1450,lacksCE_AGE_yrBIN_2_item_5097,8770
1451,lacksCE_AGE_yrBIN_2_item_5225,18112
1452,lacksCE_AGE_yrBIN_2_item_5059,2624
1453,lacksCE_AGE_yrBIN_2_item_5224,18118
1454,lacksCE_AGE_yrBIN_2_item_5248,18102
1455,lacksCE_AGE_yrBIN_2_item_5238,2521
1456,lacksCE_AGE_yrBIN_2_item_5215,18134
1457,lacksCE_AGE_yrBIN_2_item_5235,18123
1458,lacksCE_AGE_yrBIN_2_item_5236,2518
1459,lacksCE_AGE_yrBIN_2_item_5245,594
1460,lacksCE_AGE_yrBIN_2_item_5114,8748
1461,lacksCE_AGE_yrBIN_2_item_5099,8770
1462,lacksCE_AGE_yrBIN_2_item_5257,18114
1463,lacksCE_AGE_yrBIN_2_item_5113,8748
1464,lacksCE_AGE_yrBIN_2_item_5115,8748
1465,lacksCE_AGE_yrBIN_2_item_5132,8772
1466,lacksCE_AGE_yrBIN_2_item_6316,8664
1467,lacksCE_AGE_yrBIN_2_item_5094,8663
1468,lacksCE_AGE_yrBIN_2_item_5511,8
1469,lacksCE_AGE_yrBIN_2_item_5129,8770
1470,lacksCE_AGE_yrBIN_2_item_5141,8770
1471,lacksCE_AGE_yrBIN_2_item_5024,3391
1472,lacksCE_AGE_yrBIN_2_item_5120,8416
1473,lacksCE_AGE_yrBIN_2_item_5136,8699
1474,lacksCE_AGE_yrBIN_2_item_5075,3391
1475,lacksCE_AGE_yrBIN_2_item_5002,8715
1476,lacksCE_AGE_yrBIN_2_item_5078,3434
1477,lacksCE_AGE_yrBIN_2_item_5025,3392
1478,lacksCE_AGE_yrBIN_2_item_5492,8707
1479,lacksCE_AGE_yrBIN_2_item_5626,7475
1480,lacksCE_AGE_yrBIN_2_item_5821,774
1481,lacksCE_AGE_yrBIN_2_item_5038,2949
1482,lacksCE_AGE_yrBIN_2_item_5227,17852
1483,lacksCE_AGE_yrBIN_2_item_5174,4433
1484,lacksCE_AGE_yrBIN_2_item_5186,4445
1485,lacksCE_AGE_yrBIN_2_item_5161,4416
1486,lacksCE_AGE_yrBIN_2_item_6165,107
1487,lacksCE_AGE_yrBIN_2_item_6183,0
1488,lacksCE_AGE_yrBIN_2_item_6095,0
1489,lacksCE_AGE_yrBIN_2_item_6193,111
1490,lacksCE_AGE_yrBIN_2_item_6393,139
1491,lacksCE_AGE_yrBIN_2_item_6392,139
1492,lacksCE_AGE_yrBIN_2_item_6396,139
1493,lacksCE_AGE_yrBIN_2_item_6395,139
1494,lacksCE_AGE_yrBIN_2_item_6394,139
1495,lacksCE_AGE_yrBIN_2_item_6397,139
1496,lacksCE_AGE_yrBIN_2_item_6398,139
1497,lacksCE_AGE_yrBIN_2_item_6400,139
1498,lacksCE_AGE_yrBIN_2_item_6401,139
1499,lacksCE_AGE_yrBIN_2_item_6406,139
1500,lacksCE_AGE_yrBIN_2_item_6403,139
1501,lacksCE_AGE_yrBIN_2_item_6352,3
1502,lacksCE_AGE_yrBIN_2_item_6349,139
1503,lacksCE_AGE_yrBIN_2_item_6348,139
1504,lacksCE_AGE_yrBIN_2_item_6334,195
1505,lacksCE_AGE_yrBIN_2_item_5832,21
1506,lacksCE_AGE_yrBIN_2_item_6098,21
1507,lacksCE_AGE_yrBIN_2_item_6340,139
1508,lacksCE_AGE_yrBIN_2_item_6338,139
1509,lacksCE_AGE_yrBIN_2_item_5047,210
1510,lacksCE_AGE_yrBIN_2_item_6342,139
1511,lacksCE_AGE_yrBIN_2_item_6343,139
1512,lacksCE_AGE_yrBIN_2_item_6344,139
1513,lacksCE_AGE_yrBIN_2_item_6345,139
1514,lacksCE_AGE_yrBIN_2_item_6419,136
1515,lacksCE_AGE_yrBIN_2_item_6346,139
1516,lacksCE_AGE_yrBIN_2_item_6347,139
1517,lacksCE_AGE_yrBIN_2_item_6066,28
1518,lacksCE_AGE_yrBIN_2_item_6624,28
1519,lacksCE_AGE_yrBIN_2_item_6626,28
1520,lacksCE_AGE_yrBIN_3_item_5230,7517
1521,lacksCE_AGE_yrBIN_3_item_5226,7517
1522,lacksCE_AGE_yrBIN_3_item_5218,7517
1523,lacksCE_AGE_yrBIN_3_item_5212,5383
1524,lacksCE_AGE_yrBIN_3_item_5213,2101
1525,lacksCE_AGE_yrBIN_3_item_5256,585
1526,lacksCE_AGE_yrBIN_3_item_5097,3951
1527,lacksCE_AGE_yrBIN_3_item_5225,7504
1528,lacksCE_AGE_yrBIN_3_item_5059,1273
1529,lacksCE_AGE_yrBIN_3_item_5224,7510
1530,lacksCE_AGE_yrBIN_3_item_5248,7498
1531,lacksCE_AGE_yrBIN_3_item_5238,1513
1532,lacksCE_AGE_yrBIN_3_item_5215,7515
1533,lacksCE_AGE_yrBIN_3_item_5235,7510
1534,lacksCE_AGE_yrBIN_3_item_5236,1513
1535,lacksCE_AGE_yrBIN_3_item_5245,318
1536,lacksCE_AGE_yrBIN_3_item_5114,3948
1537,lacksCE_AGE_yrBIN_3_item_5099,3951
1538,lacksCE_AGE_yrBIN_3_item_5257,7504
1539,lacksCE_AGE_yrBIN_3_item_5113,3948
1540,lacksCE_AGE_yrBIN_3_item_5115,3948
1541,lacksCE_AGE_yrBIN_3_item_5132,3951
1542,lacksCE_AGE_yrBIN_3_item_6316,3821
1543,lacksCE_AGE_yrBIN_3_item_5094,3817
1544,lacksCE_AGE_yrBIN_3_item_5511,3
1545,lacksCE_AGE_yrBIN_3_item_5129,3951
1546,lacksCE_AGE_yrBIN_3_item_5141,3951
1547,lacksCE_AGE_yrBIN_3_item_5024,1595
1548,lacksCE_AGE_yrBIN_3_item_5120,3780
1549,lacksCE_AGE_yrBIN_3_item_5136,3945
1550,lacksCE_AGE_yrBIN_3_item_5075,1595
1551,lacksCE_AGE_yrBIN_3_item_5002,3878
1552,lacksCE_AGE_yrBIN_3_item_5078,1608
1553,lacksCE_AGE_yrBIN_3_item_5025,1596
1554,lacksCE_AGE_yrBIN_3_item_5492,3875
1555,lacksCE_AGE_yrBIN_3_item_5626,3275
1556,lacksCE_AGE_yrBIN_3_item_5821,408
1557,lacksCE_AGE_yrBIN_3_item_5038,1459
1558,lacksCE_AGE_yrBIN_3_item_5227,7377
1559,lacksCE_AGE_yrBIN_3_item_5174,2153
1560,lacksCE_AGE_yrBIN_3_item_5186,2156
1561,lacksCE_AGE_yrBIN_3_item_5161,2141
1562,lacksCE_AGE_yrBIN_3_item_6165,55
1563,lacksCE_AGE_yrBIN_3_item_6183,0
1564,lacksCE_AGE_yrBIN_3_item_6095,0
1565,lacksCE_AGE_yrBIN_3_item_6193,57
1566,lacksCE_AGE_yrBIN_3_item_6393,76
1567,lacksCE_AGE_yrBIN_3_item_6392,76
